10-22 14:43:13.559  5788  5788 V ActivityScenario: Activity lifecycle changed event received but ignored because the intent does not match. startActivityIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.example.dogglers/.GridListActivity }, activity.getIntent()=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10000000 cmp=com.example.dogglers/androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity }, activity=androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity@52ea03f
10-22 14:43:13.576  5788  5788 D LifecycleMonitor: Lifecycle status change: androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity@52ea03f in: CREATED
10-22 14:43:13.576  5788  5788 V ActivityScenario: Activity lifecycle changed event received but ignored because the intent does not match. startActivityIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.example.dogglers/.GridListActivity }, activity.getIntent()=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10000000 cmp=com.example.dogglers/androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity }, activity=androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity@52ea03f
10-22 14:43:13.580  5788  5788 D LifecycleMonitor: Lifecycle status change: androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity@52ea03f in: STARTED
10-22 14:43:13.580  5788  5788 V ActivityScenario: Activity lifecycle changed event received but ignored because the intent does not match. startActivityIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.example.dogglers/.GridListActivity }, activity.getIntent()=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10000000 cmp=com.example.dogglers/androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity }, activity=androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity@52ea03f
10-22 14:43:13.582  5788  5788 D LifecycleMonitor: Lifecycle status change: androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity@52ea03f in: RESUMED
10-22 14:43:13.583  5788  5788 V ActivityScenario: Activity lifecycle changed event received but ignored because the intent does not match. startActivityIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.example.dogglers/.GridListActivity }, activity.getIntent()=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10000000 cmp=com.example.dogglers/androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity }, activity=androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity@52ea03f
10-22 14:43:13.641  1150  5628 I NetworkScheduler.Stats: Task com.google.android.gms/com.google.android.gms.pay.gcmtask.PayGcmTaskService started execution. cause:5 exec_start_elapsed_seconds: 261 [CONTEXT service_id=218 ]
10-22 14:43:13.673   304   304 D goldfish-address-space: claimShared: Ask to claim region [0x3f6ef9000 0x3f785e000]
10-22 14:43:13.691   304   304 D goldfish-address-space: claimShared: Ask to claim region [0x3f4965000 0x3f52ca000]
10-22 14:43:13.694  6070  6070 W CallManagerModule: installed monitors: temp(true)
10-22 14:43:13.694   304   304 D goldfish-address-space: claimShared: Ask to claim region [0x3f52ca000 0x3f5c2f000]
10-22 14:43:13.727   522   553 I ActivityTaskManager: Displayed com.example.dogglers/androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity: +212ms
10-22 14:43:13.774   522   542 D EventSequenceValidator: Transition from INTENT_FAILED to INTENT_STARTED
10-22 14:43:13.800   522   542 D EventSequenceValidator: Transition from INTENT_STARTED to INTENT_FAILED
10-22 14:43:13.801  1622  1622 D BoundBrokerSvc: onBind: Intent { act=com.google.android.gms.pay.service.BIND dat=chimera-action:com.google.android.gms.pay.service.BIND cmp=com.google.android.gms/.chimera.GmsApiService }
10-22 14:43:13.801  1622  1622 D BoundBrokerSvc: Loading bound service for intent: Intent { act=com.google.android.gms.pay.service.BIND dat=chimera-action:com.google.android.gms.pay.service.BIND cmp=com.google.android.gms/.chimera.GmsApiService }
10-22 14:43:13.809  5788  5788 D LifecycleMonitor: Lifecycle status change: com.example.dogglers.GridListActivity@29e8bb6 in: STOPPED
10-22 14:43:13.809  5788  5788 V ActivityScenario: Update currentActivityStage to STOPPED, currentActivity=com.example.dogglers.GridListActivity@29e8bb6
10-22 14:43:13.814  5788  5788 D LifecycleMonitor: Lifecycle status change: com.example.dogglers.GridListActivity@29e8bb6 in: DESTROYED
10-22 14:43:13.814  5788  5788 V ActivityScenario: Update currentActivityStage to DESTROYED, currentActivity=null
10-22 14:43:13.822  6070  6110 I TetheringManager: registerTetheringEventCallback:com.google.android.apps.tachyon
10-22 14:43:13.850  1192  1192 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():3280
10-22 14:43:13.851  6070  6111 D StrictMode: StrictMode policy violation: android.os.strictmode.DiskReadViolation
10-22 14:43:13.851  6070  6111 D StrictMode: 	at android.os.StrictMode$AndroidBlockGuardPolicy.onReadFromDisk(StrictMode.java:1596)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at libcore.io.BlockGuardOs.access(BlockGuardOs.java:71)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at libcore.io.ForwardingOs.access(ForwardingOs.java:72)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at android.app.ActivityThread$AndroidOs.access(ActivityThread.java:7533)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at java.io.UnixFileSystem.checkAccess(UnixFileSystem.java:281)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at java.io.File.exists(File.java:815)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at android.app.ContextImpl.ensurePrivateDirExists(ContextImpl.java:681)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at android.app.ContextImpl.ensurePrivateDirExists(ContextImpl.java:672)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at android.app.ContextImpl.getPreferencesDir(ContextImpl.java:628)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at android.app.ContextImpl.getSharedPreferencesPath(ContextImpl.java:853)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at android.app.ContextImpl.getSharedPreferences(ContextImpl.java:475)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at android.content.ContextWrapper.getSharedPreferences(ContextWrapper.java:188)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at fdy.<init>(PG:12)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at fqy.b(PG:7)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at yge.b(PG:1)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at fva.b(PG:30)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at yge.b(PG:1)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at fek.b(PG:10)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at yge.b(PG:1)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at gat.a(PG:1)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at fqy.b(PG:8)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at ygj.a(PG:4)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at dta.b(PG:42)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at yge.b(PG:1)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at bru.call(PG:80)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at vrg.a(Unknown Source:2)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at vqm.run(PG:3)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at vrh.run(Unknown Source:4)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1167)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:641)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at njs.run(PG:17)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at olc.run(PG:6)
10-22 14:43:13.851  6070  6111 D StrictMode: 	at java.lang.Thread.run(Thread.java:923)
10-22 14:43:13.855  1192  1192 I GoogleInputMethodService: GoogleInputMethodService.updateDeviceLockedStatus():2169 repeatCheckTimes = 0, unlocked = true
10-22 14:43:13.856  1192  1192 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1960 onStartInput(EditorInfo{inputType=0x0(NULL) imeOptions=0x0 privateImeOptions=null actionName=UNSPECIFIED actionLabel=null actionId=0 initialSelStart=-1 initialSelEnd=-1 initialCapsMode=0x0 hintText=null label=null packageName=com.example.dogglers fieldId=-1 fieldName=null extras=null}, false)
10-22 14:43:13.856  1192  1192 I GoogleInputMethodService: GoogleInputMethodService.shouldHideHeaderOnInitialState():4081 ShouldHideHeaderOnInitialState = false
10-22 14:43:13.861  1192  1192 I GoogleInputMethodService: GoogleInputMethodService.updateDeviceLockedStatus():2169 repeatCheckTimes = 2, unlocked = true
10-22 14:43:13.871  5788  5788 D LifecycleMonitor: Lifecycle status change: androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity@52ea03f in: PAUSED
10-22 14:43:13.871  5788  5788 V ActivityScenario: Activity lifecycle changed event received but ignored because the intent does not match. startActivityIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] cmp=com.example.dogglers/.GridListActivity }, activity.getIntent()=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10000000 cmp=com.example.dogglers/androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity }, activity=androidx.test.core.app.InstrumentationActivityInvoker$EmptyActivity@52ea03f
10-22 14:43:13.873   522  5432 W InputReader: Device virtio_input_multi_touch_9 is associated with display ADISPLAY_ID_NONE.
